patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P52920,ビームプロファイルモニタ,北村 遼 ; 平野 耕一郎; not registered,【課題】荷電粒子ビームとの間の相互作用によるプローブの熱負荷が大きな場合であっても、荷電粒子ビームのビームプロファイルを安定して測定する。 【解決手段】ダクト20の内部を紙面垂直方向上向き又は下向きに荷電粒子ビームのバンチBが通過する。このバンチBがビームプロファイルの測定対象となる。ここでは、導電性のプローブ10A、10Bが用いられており、ビーム照射時において各々に誘起される電流が測定可能とされる。これによって、荷電粒子ビームの横方向(X方向、Y方向)のビームプロファイルが測定される。ダクト20よりも左側には、縦方向のビームプロファイルの測定のために、コリメータ30、RFデフレクタ電極40、コリメータ50、電子検出器60、偏向電磁石70が設けられている。プローブ10A、10Bは、高配向性グラファイトで構成される。,https://jopss.jaea.go.jp/search/servlet/search?P52920,2021-111947,2022-027504,7564547,2021/07/06,2022/02/10,2024/10/01,G01T 1/29(2006.01):H01J 37/244(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52920A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52920A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52920B.pdf,0,
P52400,液液混相流路を形成・消滅させる方法及びそのためのモジュール,長縄 弘親 ; 永野 哲志; not registered,【課題】固体の混入・析出や気体の発生に影響されない液液混相流路群を形成させる方法、及び液液混相流路群の形成と消滅をシンプルな仕組みにより制御する方法並びにそれらの方法を実施するためのモジュールを提供する。 【解決手段】2つの混じり合わない液体が界面を成して存在する2液相系において、微小液滴が密に積層して生じる液液混相の中で3次元的網目構造を成すひとつながりの流路群を高密度で形成させる方法、及び前記界面に向けての液滴噴出により該流路群を形成させ、単純な容器形状の変化だけで該流路群を完全に消滅させるところの、液液混相流路群の形成・消滅を制御する方法、並びにそれらの方法を実施するためのモジュール。,https://jopss.jaea.go.jp/search/servlet/search?P52400,2020-123843,2022-020380,7572029,2020/07/20,2022/02/01,2024/10/15,B01J 19/00 (2006.01):B81B 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52400A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52400A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52400B.pdf,0,
P52701,液液混相流路群を形成させる方法、及び液液混相流路群の形成・消滅を制御する方法並びにそのためのモジュール,長縄 弘親 ; 永野 哲志,not registered,https://jopss.jaea.go.jp/search/servlet/search?P52701,202144012875,202144012875,538105,2021/03/24,2022/01/21,2024/05/15,B01J 19/00:B01F 13/08,,0,
P52702,液液混相流路群を形成させる方法、及び液液混相流路群の形成・消滅を制御する方法並びにそのためのモジュール,長縄 弘親 ; 永野 哲志,not registered,https://jopss.jaea.go.jp/search/servlet/search?P52702,2102953,3112535,,2021/03/24,2022/01/21,,B81C 1/00(2020.12):B81B 3/00:B01J 14/00:B01L 3/00:B01J 19/00,https://jopss.jaea.go.jp/pdfdata/P1/P52702A.pdf,0,
P52700,液液混相流路群を形成させる方法、及び液液混相流路群の形成・消滅を制御する方法並びにそのためのモジュール,長縄 弘親 ; 永野 哲志; not registered,"A method of forming a liquid-liquid mixing phase channel group, which has the steps of: ejecting the first liquid as droplets into the phase of the second liquid in a two-liquid phase system in which two immiscible liquids oppose each other at an interface; incorporating the droplets of the first liquid into the phase of the first liquid, accompanied by the second liquid around the first liquid by allowing to collide the jet of the droplets with the interface; and forming a continuously connected microfluidic channel group in which the space between the layered droplets of the first liquid are filled with the second liquid in the liquid-liquid mixing phase that grows from the interface as a starting point.",https://jopss.jaea.go.jp/search/servlet/search?P52700,"17/220,100",2022/0016582,,2021/04/01,2022/01/20,,B01F 3/08(2006.01):B01F 17/00(2006.01):B01F 13/00(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52700A.pdf,0,
P52744,ゲル、多孔質体、及びゲル又は多孔質体の製造方法,関根 由莉奈 ; 南川 卓也; not registered,"[Problem] To provide high-strength gel and porous body, in a simple manner. [Solution] The gel or porous body synthesis method of the present invention is characterized by comprising a first step of dissolving into a solution a fiber-form polymers having a reactive functional group, a second step of freezing the solution whereinto the fiber-form polymers have been dissolved, and a third step of adding a prescribed amount of crosslinking agent to the frozen solution, thereby crosslinking the fiber-form polymers.",https://jopss.jaea.go.jp/search/servlet/search?P52744,112021003298.4,WO2021/256038,,2021/03/19,2021/12/23,,B29K 105/04(2006.01):C08J 3/075 (2006.01):C08J 9/28 (2006.01):B29C 67/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52744A.pdf,0,
P52745,ゲル、多孔質体、及びゲル又は多孔質体の製造方法,関根 由莉奈 ; 南川 卓也; not registered,"[Problem] To provide high-strength gel and porous body, in a simple manner. [Solution] The gel or porous body synthesis method of the present invention is characterized by comprising a first step of dissolving into a solution a fiber-form polymers having a reactive functional group, a second step of freezing the solution whereinto the fiber-form polymers have been dissolved, and a third step of adding a prescribed amount of crosslinking agent to the frozen solution, thereby crosslinking the fiber-form polymers.",https://jopss.jaea.go.jp/search/servlet/search?P52745,202180005494.0,WO2021/256038,,2021/03/19,2021/12/23,,B29K 105/04(2006.01):C08J 3/075 (2006.01):C08J 9/28 (2006.01):B29C 67/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52745A.pdf,0,
P53562,ゲル、多孔質体、及びゲル又は多孔質体の製造方法,関根 由莉奈 ; 南川 卓也; not registered,【課題】簡便に、かつ強度が高いゲル及び多孔質体を提供することを課題とする。 【解決手段】本発明のゲル又は多孔質体の合成方法では、反応性官能基を有するファイバー状高分子を溶液に溶解させる第一の工程と、ファイバー状高分子を溶解させた溶液を凍結させる第二の工程と、凍結させた溶液に所定量の架橋剤を添加してファイバー状高分子同士を架橋させる第三の工程を有することを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P53562,2022-532308,WO-2021/256038,7667577,2021/03/19,2021/12/23,2025/04/15,C08J 3/075(2006.01):C08J 9/28 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P53562A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P53562A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P53562B.pdf,0,
P52040,浮体式免震システム,"山本 智彦 ; Yan, X.; 島田 貴弘* ; 大谷 章仁* ; 甲斐 聡流*",【課題】地震に対する浮体式構造物および搭載機器の励振を低減する。 【解決手段】浮体式免震システム100は、液体114を貯留する液体貯留部110と、液体114に浮揚して配置される浮体式構造物120と、液体114と接触する箇所に設けられ、気体134を収容する気体収容空間132と、を備え、液体114と気体134を含む流体中を伝播する地震波により応答する系の固有振動数に基づいて、気体収容空間132の体積が設定されている。,https://jopss.jaea.go.jp/search/servlet/search?P52040,2020-095752,2021-188403,7473912,2020/06/01,2021/12/13,2024/04/16,E04H 9/02 (2006.01):F16F 15/023(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52040A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52040A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52040B.pdf,0,
P52100,集塵ドリル装置,古瀬 貴広 ; 雛 哲郎; 鳴海 昭紀* ; 盛田 和久*,"【課題】加工屑を高い回収率で回収できる集塵ドリル装置を提供する。 【解決手段】ドリル本体10が、先端にドリルチップ11を有するリード部12と、リード部12に連結される連結部15と、リード部12の先端から連結部15の外周面15Aに接続される貫通孔16,17と、を有し、ドリルチップ11が、リード部12より外径が大きく構成され、密閉体20が貫通穴25と、被加工物Mに設置される設置面26と、設置面26の反対側の非設置面27と、貫通穴25と接続する連結孔28と、を有する本体21と、非設置面27に設けられ連結部15と同じ径又は小さい径の孔23Aを有し気密性を有する材質で構成された第1弾性体23と、を有し、ドリル本体10が、孔23Aを貫通して被加工物Mに当接するように構成され、連結孔28とフィルター30が気密性を保持して接続された集塵ドリル装置1を提供する。",https://jopss.jaea.go.jp/search/servlet/search?P52100,2020-089874,2021-183371,7523758,2020/05/22,2021/12/02,2024/07/19,B23B 47/34 (2006.01):B23Q 11/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52100A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52100A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52100B.pdf,0,
P52081,ポートキャップ及びグローブボックス,木村 泰久 ; 平野 宏志 ; 柴沼 智博 ; 吉田 将冬 ; 永井 佑哉 ; 塙 幸雄 ; 周治 愛之 ; 會田 貴洋; 南 明則*,"【課題】ポート本体とグローブとを間に隙間が生じるのを適切に防止できるポートキャップを提供する。 【解決手段】ポートキャップ(20)は、取付開口(8)から突出する筒体(16)と、先端部が筒体(16)を通じてグローブボックスの内部空間に進入し、基端部が筒体(16)の外周面側に折り返されたグローブ(12)と、折り返されたグローブ(12)と筒体(16)の外周面との間を封止するOリング(13A,13B)及びクランプリング(14)とを備えるグローブポート(10)に取り付けられ、グローブ(12)の内側から筒体(16)に圧入される内筒(21)と、筒体(16)の外側を覆う外筒(22)と、内筒(21)及び外筒(22)の端部同士を接続するフランジ(23)とを備え、内筒(21)の外周面側の先端(21A)は、R面取りされている。",https://jopss.jaea.go.jp/search/servlet/search?P52081,2020-069715,2021-165700,7458608,2020/04/08,2021/10/14,2024/03/22,G21F 7/053(2006.01):G21F 7/04 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52081A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52081A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52081B.pdf,0,
P51820,金属酸化物薄膜還元検知センサ,入澤 恵理子 ; 小松 篤史 ; 大久保 成彰; 上田 光敏* ; 河村 憲一* ; 林 優作* ; 山口 周*,【課題】四酸化三鉄などの金属酸化物の皮膜の状態を簡便に評価・モニターするためのセンサを提供すること。 【解決手段】金属酸化物薄膜と、該薄膜上に設置された電極対を含むセンサであって、電極間に電流を流し、該薄膜上の環境変化に基づく金属酸化物薄膜の還元による電極間の電気抵抗変化を検知することを特徴とする、センサ。,https://jopss.jaea.go.jp/search/servlet/search?P51820,2020-062404,2021-162404,7648118,2020/03/31,2021/10/11,2025/03/10,G01N 17/04 (2006.01):G01N 27/00 (2006.01):G01N 27/06 (2006.01):G01N 27/12 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P51820A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P51820A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P51820B.pdf,0,
P52060,減圧ろ過装置,大澤 崇人; not registered,【課題】ろ過操作の準備のための時間や労力を省くことができ、簡単にろ過操作を実施することができる減圧ろ過装置を提供する。 【解決手段】本発明に係る減圧ろ過装置1は、ビーカー300(容器)の上方に、フィルター250を配した漏斗200を設け、前記漏斗200に原液を注液し、前記ビーカー300(容器)内を減圧することで、前記フィルター250上に残渣を残し、前記ビーカー300(容器)側にろ液を流下させることで原液を分離する減圧ろ過装置において、前記漏斗200が上方に配される第1基台10と、前記ビーカー300(容器)の上方に配される主貫通孔13と、前記第1基台10と前記主貫通孔13とを連通し、前記漏斗200の導下管270が挿通される主貫通孔13と、前記主貫通孔13内と前記ビーカー300(容器)内からの排気を行う吸引口18と、を有することを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P52060,2020-061755,2021-159815,7197867,2020/03/31,2021/10/11,2022/12/20,B01D 29/01 (2006.01):B01L 3/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52060A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52060A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52060B.pdf,0,
P52000,放射線検出器,奥野 泰希; 岡本 保*,【課題】放射線耐性の高い安価な放射線検出器を得る。 【解決手段】放射線検出器1は、同一構造の検出ユニット10が5層に積層されており、検出ユニット10から、正側端子11Aと負側端子12Aが取り出される。第1出力端子21A、第2出力端子22Aからこの放射線検出器1の出力電流が取り出される。各検出ユニット10は同一の薄板形状の構成を具備し、その膜厚方向にわたり検出ユニット10は積層されている。検出ユニット10は、半導体層に対する可視光の入射が抑制されたこと以外については、既存の太陽電池と同様の構造を具備する。,https://jopss.jaea.go.jp/search/servlet/search?P52000,2020-062731,2021-162419,7496968,2020/03/31,2021/10/11,2024/05/31,G01T 1/24 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52000A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52000A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52000B.pdf,0,
P52140,放射能評価方法、放射能評価プログラム及び放射能評価装置,山本 耕輔 ; 川越 慎司 ; 東浦 則和 ; 水井 宏之; not registered,【課題】評価の保守性の観点から放射能特性を適切に評価することができる放射能評価方法を提供する。 【解決手段】放射能評価方法は、グロス計数率CGが測定される前の第1のBG計数率CBG1と、グロス計数率CGが測定された後の第2のBG計数率CBG2との差分であるBG計数率変動量ΔCBGを算定するBG変動量算定工程(S4)と、第1のBG計数率CBG1及び第2のBG計数率CBG2の測定に含まれる複数の誤差要因に起因する複数のBG誤差を重畳することによりBG計数率変動量ΔCBGの誤差σΔCBGを算定するBG変動誤差算定工程(S5)と、BG計数率変動量ΔCBGの誤差σΔCBGに基づいて、BG計数率変動量ΔCBGとして許容されるBG計数率許容変動量ΔCBGLを算定し、当該BG計数率許容変動量ΔCBGLを用いてBG計数率変動量ΔCBGを評価して、測定作業の有効性を判定する有効性判定工程(S6)とを含む。,https://jopss.jaea.go.jp/search/servlet/search?P52140,2020-057662,2021-156748,7378069,2020/03/27,2021/10/07,2023/11/02,G01T 1/167(2006.01):G01T 1/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P52140A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P52140A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P52140B.pdf,0,
